,zmean,zmax,zmin,area,slope,lat,icecap
RGI60-08.02015,1281.2822265625,1386.8516,1087.7775,0.098,"0    24.7
Name: Slope, dtype: object",61.398,0
RGI60-08.02016,1294.555419921875,1556.2931,923.3444,2.357,"0    9.300000000000001
Name: Slope, dtype: object",61.475,0
RGI60-08.02017,1360.8828125,1609.8279,958.79456,1.949,"0    15
Name: Slope, dtype: object",61.416,0
RGI60-08.02018,1409.7633056640625,1594.7329,1114.8098,0.201,"0    23.9
Name: Slope, dtype: object",61.405,0
RGI60-08.02019,1386.67724609375,1556.452,1058.3394,0.674,"0    17.1
Name: Slope, dtype: object",61.463,0
RGI60-08.02020,1287.868408203125,1458.6968,1076.4485,0.381,"0    8.1
Name: Slope, dtype: object",61.379,0
RGI60-08.02021,1325.1641845703125,1525.8308,1068.5192,1.006,"0    8.300000000000001
Name: Slope, dtype: object",61.478,0
RGI60-08.02022,1216.166015625,1384.4325,1072.5609,0.051,"0    35.5
Name: Slope, dtype: object",61.322,0
RGI60-08.02023,1403.2840576171875,1522.7872,1077.3564,1.115,"0    5.7
Name: Slope, dtype: object",61.43,0
RGI60-08.02024,1399.5950927734375,1556.262,1079.9601,0.775,"0    14.5
Name: Slope, dtype: object",61.448,0
RGI60-08.02025,1411.5450439453125,1526.027,1248.3701,0.205,"0    23.9
Name: Slope, dtype: object",61.446,0
RGI60-08.02026,1305.4754638671875,1371.6454,1157.3381,0.048,"0    15.1
Name: Slope, dtype: object",61.386,0
RGI60-08.02027,1355.840576171875,1609.7977,916.7744,1.526,"0    17
Name: Slope, dtype: object",61.419,0
RGI60-08.02028,1341.067138671875,1478.3962,1133.5273,0.164,"0    20.9
Name: Slope, dtype: object",61.385,0
RGI60-08.02029,1313.0130615234375,1481.6608,959.0502,1.262,"0    11.9
Name: Slope, dtype: object",61.436,0
RGI60-08.02030,1504.18505859375,1556.5192,1392.746,0.175,"0    6.9
Name: Slope, dtype: object",61.459,0
RGI60-08.02031,1396.3660888671875,1628.3862,798.35406,6.616,"0    9.4
Name: Slope, dtype: object",61.49,0
RGI60-08.02032,1320.5435791015625,1439.8358,1101.3083,0.097,"0    20.7
Name: Slope, dtype: object",61.491,0
RGI60-08.02033,1735.880126953125,1792.3684,1691.7025,0.065,"0    12.4
Name: Slope, dtype: object",62.34,0
RGI60-08.02034,1663.6383056640625,1798.2853,1421.6088,0.066,"0    25.4
Name: Slope, dtype: object",62.358,0
RGI60-08.02035,1633.3447265625,1897.8436,1472.0848,0.392,"0    19
Name: Slope, dtype: object",62.397,0
RGI60-08.02036,1633.4820556640625,1732.5404,1583.13,0.078,"0    15.4
Name: Slope, dtype: object",62.33,0
RGI60-08.02037,1691.6256103515625,1787.8319,1538.2997,0.075,"0    18.7
Name: Slope, dtype: object",62.378,0
RGI60-08.02038,1739.23193359375,1846.7698,1413.5248,0.272,"0    14.7
Name: Slope, dtype: object",62.363,0
RGI60-08.02039,1609.901123046875,1712.1592,1492.435,0.232,"0    17.2
Name: Slope, dtype: object",62.391,0
RGI60-08.02040,1772.8426513671875,1918.764,1463.2202,0.122,"0    25.6
Name: Slope, dtype: object",62.38,0
RGI60-08.02041,1699.4764404296875,1897.7814,1531.9011,0.116,"0    22.7
Name: Slope, dtype: object",62.395,0
RGI60-08.02042,1820.1363525390625,1905.7751,1685.0222,0.041,"0    17.2
Name: Slope, dtype: object",62.319,0
RGI60-08.02043,1570.400634765625,1747.6592,1314.9015,0.086,"0    30.5
Name: Slope, dtype: object",62.443,0
RGI60-08.02044,1761.5025634765625,1883.6472,1615.5049,0.116,"0    19.1
Name: Slope, dtype: object",62.382,0
RGI60-08.02045,1616.1641845703125,1787.4099,1412.9592,0.064,"0    35.4
Name: Slope, dtype: object",62.321,0
RGI60-08.02046,1712.8460693359375,1809.6094,1596.5643,0.1,"0    19.1
Name: Slope, dtype: object",62.408,0
RGI60-08.02047,1755.3636474609375,1916.4124,1589.9978,0.12,"0    30.1
Name: Slope, dtype: object",62.318,0
RGI60-08.02048,1657.021484375,1776.0182,1439.5132,0.059,"0    27
Name: Slope, dtype: object",62.434,0
RGI60-08.02049,1725.546142578125,1948.253,1499.4233,0.24,"0    27.9
Name: Slope, dtype: object",62.313,0
RGI60-08.02050,1589.54296875,1739.9064,1481.6023,0.159,"0    17.8
Name: Slope, dtype: object",62.431,0
RGI60-08.02051,1699.77783203125,1828.8191,1604.629,0.167,"0    16.9
Name: Slope, dtype: object",62.367,0
RGI60-08.02052,1698.4404296875,1812.7827,1452.7336,0.114,"0    23
Name: Slope, dtype: object",62.31,0
RGI60-08.02053,1761.567138671875,1880.219,1667.327,0.121,"0    16.6
Name: Slope, dtype: object",62.362,0
RGI60-08.02054,1707.5013427734375,1877.5416,1542.1783,0.366,"0    18.1
Name: Slope, dtype: object",62.381,0
RGI60-08.02055,606.6859130859375,972.966,279.1,0.106,"0    26.8
Name: Slope, dtype: object",68.347,0
RGI60-08.02056,707.3067016601562,861.56915,583.47797,0.032,"0    22.6
Name: Slope, dtype: object",68.316,0
RGI60-08.02057,537.9693603515625,990.45355,249.58405,0.128,"0    28.4
Name: Slope, dtype: object",68.353,0
RGI60-08.02058,689.8071899414062,952.2092,489.77396,0.04,"0    32.7
Name: Slope, dtype: object",68.345,0
RGI60-08.02059,695.4495239257812,911.73645,356.11728,0.243,"0    23
Name: Slope, dtype: object",68.346,0
RGI60-08.02060,682.3639526367188,1076.5009,153.69504,0.871,"0    14.5
Name: Slope, dtype: object",68.359,0
RGI60-08.02061,655.7945556640625,1000.247,377.818,0.188,"0    30
Name: Slope, dtype: object",68.302,0
RGI60-08.02062,1309.59375,1407.2622,1105.1519,0.212,"0    7.6
Name: Slope, dtype: object",61.259,0
RGI60-08.02063,1337.8323974609375,1419.9081,1068.7909,0.15,"0    18.8
Name: Slope, dtype: object",61.242,0
RGI60-08.02064,1278.6710205078125,1458.9485,990.3962,0.256,"0    20.3
Name: Slope, dtype: object",61.252,0
RGI60-08.02065,1289.853515625,1408.872,1092.6871,0.223,"0    13.6
Name: Slope, dtype: object",61.255,0
RGI60-08.02066,1323.85107421875,1452.8031,1129.6532,0.088,"0    23.1
Name: Slope, dtype: object",68.151,0
RGI60-08.02067,1191.8131103515625,1402.018,893.79333,0.387,"0    21.5
Name: Slope, dtype: object",68.23,0
RGI60-08.02068,1367.38818359375,1524.2186,1149.6046,0.068,"0    21.6
Name: Slope, dtype: object",68.25,0
RGI60-08.02069,1203.86865234375,1657.048,555.2057,1.107,"0    22.7
Name: Slope, dtype: object",68.245,0
RGI60-08.02070,1158.7630615234375,1561.5186,728.96216,4.249,"0    7.5
Name: Slope, dtype: object",68.224,0
RGI60-08.02071,1243.0421142578125,1471.386,945.1244,0.341,"0    16.1
Name: Slope, dtype: object",68.251,0
RGI60-08.02072,1220.022216796875,1294.3839,1045.6141,0.05,"0    11.6
Name: Slope, dtype: object",68.108,0
RGI60-08.02073,1216.3963623046875,1327.3802,966.39325,0.126,"0    26.5
Name: Slope, dtype: object",68.155,0
RGI60-08.02074,1233.5572509765625,1425.43,989.8163,0.172,"0    22.3
Name: Slope, dtype: object",68.142,0
RGI60-08.02075,1144.51806640625,1704.8469,629.8779,1.333,"0    24.1
Name: Slope, dtype: object",68.257,0
RGI60-08.02076,1161.499267578125,1395.3179,987.2667,0.139,"0    29.7
Name: Slope, dtype: object",68.265,0
RGI60-08.02077,1216.8099365234375,1274.9844,1103.4838,0.046,"0    12.6
Name: Slope, dtype: object",68.076,0
RGI60-08.02078,1009.4552001953125,1233.0857,810.6148,0.101,"0    25.6
Name: Slope, dtype: object",68.273,0
RGI60-08.02079,1137.3984375,1307.6807,1033.0328,0.106,"0    15.7
Name: Slope, dtype: object",68.269,0
RGI60-08.02080,1331.771728515625,1408.2695,1164.4469,0.132,"0    11.3
Name: Slope, dtype: object",68.157,0
RGI60-08.02081,1151.4737548828125,1288.7458,959.0755,0.026,"0    35.1
Name: Slope, dtype: object",68.121,0
RGI60-08.02082,1223.7403564453125,1420.7594,1022.5286,0.133,"0    18.1
Name: Slope, dtype: object",68.126,0
RGI60-08.02083,1077.27099609375,1178.5194,998.14734,0.062,"0    10.4
Name: Slope, dtype: object",68.205,0
RGI60-08.02084,1180.961181640625,1352.3346,981.30634,0.092,"0    18.2
Name: Slope, dtype: object",68.279,0
RGI60-08.02085,1385.8763427734375,1438.2798,1180.2211,0.325,"0    3.5
Name: Slope, dtype: object",68.154,0
RGI60-08.02086,1293.412109375,1508.1462,879.35803,0.453,"0    17.6
Name: Slope, dtype: object",68.238,0
RGI60-08.02087,1067.787109375,1230.1313,1002.6106,0.076,"0    19.1
Name: Slope, dtype: object",68.117,0
RGI60-08.02088,1299.5274658203125,1376.6094,1188.0901,0.056,"0    18.9
Name: Slope, dtype: object",68.152,0
RGI60-08.02089,1098.851806640625,1189.3622,915.81287,0.769,"0    8
Name: Slope, dtype: object",68.212,0
RGI60-08.02090,1383.4512939453125,1514.7468,1100.121,0.122,"0    17.1
Name: Slope, dtype: object",68.258,0
RGI60-08.02091,883.8228759765625,1527.5823,731.10126,0.193,"0    15.4
Name: Slope, dtype: object",68.251,0
RGI60-08.02092,1144.9976806640625,1251.8392,1034.1934,0.227,"0    11.6
Name: Slope, dtype: object",68.209,0
RGI60-08.02093,1493.5789794921875,1657.3789,1281.2428,0.104,"0    27.1
Name: Slope, dtype: object",68.242,0
RGI60-08.02094,1225.5379638671875,1419.8234,879.7241,1.619,"0    11
Name: Slope, dtype: object",68.161,0
RGI60-08.02095,1139.413818359375,1261.208,890.90045,1.78,"0    5
Name: Slope, dtype: object",68.21,0
RGI60-08.02096,1258.45751953125,1317.2284,1058.5594,0.103,"0    10.9
Name: Slope, dtype: object",68.081,0
RGI60-08.02097,1369.283447265625,1426.211,1282.9335,0.07,"0    10.1
Name: Slope, dtype: object",68.151,0
RGI60-08.02098,1183.9244384765625,1292.888,940.8565,0.509,"0    6.1
Name: Slope, dtype: object",68.073,0
RGI60-08.02099,1262.6578369140625,1438.2549,910.7664,1.251,"0    14.8
Name: Slope, dtype: object",68.15,0
RGI60-08.02100,1106.853515625,1359.354,817.9402,0.145,"0    24.2
Name: Slope, dtype: object",68.248,0
RGI60-08.02101,1122.5072021484375,1328.7998,768.1963,0.341,"0    20.4
Name: Slope, dtype: object",68.17,0
RGI60-08.02102,1088.60888671875,1236.8643,983.58777,0.846,"0    6.6
Name: Slope, dtype: object",68.206,0
RGI60-08.02103,1086.471923828125,1716.7498,33.370956,11.442,"0    7.2
Name: Slope, dtype: object",68.218,0
RGI60-08.02104,1241.2620849609375,1717.529,744.54565,3.788,"0    11
Name: Slope, dtype: object",68.243,0
RGI60-08.02105,1306.2064208984375,1657.0269,795.2682,0.444,"0    43.3
Name: Slope, dtype: object",68.245,0
RGI60-08.02106,1286.9554443359375,1718.1324,753.66345,0.143,"0    44.1
Name: Slope, dtype: object",68.251,0
RGI60-08.02107,1088.4537353515625,1361.661,663.7322,0.602,"0    20.3
Name: Slope, dtype: object",68.282,0
RGI60-08.02108,1119.27880859375,1316.0328,797.497,0.318,"0    13.7
Name: Slope, dtype: object",68.055,0
RGI60-08.02109,1147.498779296875,1355.8313,783.84064,0.832,"0    9.6
Name: Slope, dtype: object",68.068,0
RGI60-08.02110,1147.447509765625,1272.0754,927.43835,0.059,"0    23.4
Name: Slope, dtype: object",68.294,0
RGI60-08.02111,1226.08642578125,1533.8318,873.7451,0.487,"0    19.6
Name: Slope, dtype: object",68.296,0
RGI60-08.02112,1154.00537109375,1556.1443,775.28485,0.506,"0    25.1
Name: Slope, dtype: object",68.342,0
RGI60-08.02113,1145.0821533203125,1544.5016,862.117,0.589,"0    18.3
Name: Slope, dtype: object",68.337,0
RGI60-08.02114,1199.0614013671875,1371.6794,1038.0297,0.121,"0    22.6
Name: Slope, dtype: object",68.292,0
RGI60-08.02115,1238.14892578125,1381.5614,1074.7749,0.138,"0    21.8
Name: Slope, dtype: object",68.301,0
RGI60-08.02116,1235.2640380859375,1490.9745,1030.1453,0.078,"0    33
Name: Slope, dtype: object",68.332,0
RGI60-08.02117,1164.766357421875,1396.3834,950.5515,0.101,"0    30.9
Name: Slope, dtype: object",68.291,0
RGI60-08.02118,1170.0787353515625,1495.405,849.0242,0.423,"0    22.3
Name: Slope, dtype: object",68.225,0
RGI60-08.02119,1320.0115966796875,1465.0463,1191.9692,0.051,"0    23.4
Name: Slope, dtype: object",68.228,0
RGI60-08.02120,1097.4569091796875,1279.4043,762.36346,0.041,"0    30.6
Name: Slope, dtype: object",68.325,0
RGI60-08.02121,1207.4013671875,1396.2109,1012.01636,0.067,"0    33.4
Name: Slope, dtype: object",68.295,0
RGI60-08.02122,1219.1300048828125,1341.7524,1052.8513,0.107,"0    22.6
Name: Slope, dtype: object",68.258,0
RGI60-08.02123,1296.1060791015625,1375.8163,1107.7401,0.067,"0    8.4
Name: Slope, dtype: object",68.3,0
RGI60-08.02124,1241.5030517578125,1440.5435,1034.6298,0.103,"0    25.3
Name: Slope, dtype: object",68.241,0
RGI60-08.02125,1033.0621337890625,1154.0922,986.0869,0.01,"0    18.8
Name: Slope, dtype: object",68.3,0
RGI60-08.02126,1219.919189453125,1421.5513,1024.8213,0.18,"0    26.6
Name: Slope, dtype: object",68.262,0
RGI60-08.02127,1179.3092041015625,1344.8931,990.3018,0.042,"0    34.6
Name: Slope, dtype: object",68.331,0
RGI60-08.02128,1328.8511962890625,1396.0322,1112.6545,0.188,"0    4.9
Name: Slope, dtype: object",68.264,0
RGI60-08.02129,1248.88671875,1375.548,1063.1011,0.103,"0    18.9
Name: Slope, dtype: object",68.303,0
RGI60-08.02130,1289.172119140625,1533.8298,984.8522,0.453,"0    23.2
Name: Slope, dtype: object",68.297,0
RGI60-08.02131,1157.3651123046875,1417.7064,948.363,0.248,"0    26.4
Name: Slope, dtype: object",68.269,0
RGI60-08.02132,1848.115966796875,2155.806,1470.4263,1.093,"0    20.6
Name: Slope, dtype: object",61.406,0
RGI60-08.02133,1853.2041015625,2055.2769,1575.4666,0.224,"0    26.7
Name: Slope, dtype: object",61.383,0
RGI60-08.02134,1775.665771484375,2136.913,1462.7893,0.835,"0    19
Name: Slope, dtype: object",61.405,0
RGI60-08.02135,1865.790771484375,2066.602,1698.858,0.126,"0    31
Name: Slope, dtype: object",61.413,0
RGI60-08.02136,1859.571044921875,2100.0942,1749.5422,0.077,"0    22.1
Name: Slope, dtype: object",61.397,0
RGI60-08.02137,1983.3653564453125,2155.8389,1774.7148,0.06,"0    29.5
Name: Slope, dtype: object",61.398,0
RGI60-08.02138,1779.3572998046875,2096.03,1439.5217,1.055,"0    18.9
Name: Slope, dtype: object",61.404,0
RGI60-08.02139,1949.760009765625,2137.1074,1647.5597,0.229,"0    26
Name: Slope, dtype: object",61.396,0
RGI60-08.02140,1810.6585693359375,2054.6687,1593.4113,0.319,"0    23.2
Name: Slope, dtype: object",61.374,0
RGI60-08.02141,1821.6895751953125,2084.8335,1412.9086,0.927,"0    22.6
Name: Slope, dtype: object",61.528,0
RGI60-08.02142,1831.698486328125,1990.1959,1598.0695,0.06,"0    29.6
Name: Slope, dtype: object",61.591,0
RGI60-08.02143,1734.38134765625,2146.155,1360.5934,0.854,"0    27.5
Name: Slope, dtype: object",61.501,0
RGI60-08.02144,1744.447998046875,2152.2458,1280.0011,6.734,"0    7.2
Name: Slope, dtype: object",61.549,0
RGI60-08.02145,1780.6383056640625,2102.9382,1518.5311,0.318,"0    24.4
Name: Slope, dtype: object",61.496,0
RGI60-08.02146,1725.888916015625,1881.0275,1554.6661,0.15,"0    19.1
Name: Slope, dtype: object",61.594,0
RGI60-08.02147,1655.4053955078125,2007.3616,1410.6708,0.193,"0    27.7
Name: Slope, dtype: object",61.548,0
RGI60-08.02148,1699.49072265625,2009.7328,1402.3875,0.293,"0    26.3
Name: Slope, dtype: object",61.502,0
RGI60-08.02149,1721.8887939453125,2154.0051,1345.3031,2.356,"0    12.8
Name: Slope, dtype: object",61.537,0
RGI60-08.02150,1648.3717041015625,1849.662,1367.9614,0.448,"0    22.4
Name: Slope, dtype: object",61.482,0
RGI60-08.02151,1840.3135986328125,2015.2744,1677.1538,0.242,"0    16.7
Name: Slope, dtype: object",61.531,0
RGI60-08.02152,1729.6031494140625,1913.5176,1466.8771,1.002,"0    8.800000000000001
Name: Slope, dtype: object",61.546,0
RGI60-08.02153,1792.7325439453125,2049.7659,1475.8995,0.279,"0    27.9
Name: Slope, dtype: object",61.562,0
RGI60-08.02154,1745.5296630859375,2065.647,1577.6843,0.136,"0    25.4
Name: Slope, dtype: object",61.616,0
RGI60-08.02155,1791.6085205078125,2079.9297,1380.8885,1.653,"0    17.9
Name: Slope, dtype: object",61.593,0
RGI60-08.02156,1745.921875,1952.597,1432.9922,0.324,"0    21.7
Name: Slope, dtype: object",61.544,0
RGI60-08.02157,1875.0440673828125,2085.363,1613.6459,0.343,"0    22.3
Name: Slope, dtype: object",61.526,0
RGI60-08.02158,1703.658447265625,1977.3481,1431.6217,0.542,"0    22.6
Name: Slope, dtype: object",61.537,0
RGI60-08.02159,1832.733642578125,2154.7625,1397.2266,1.262,"0    25.8
Name: Slope, dtype: object",61.557,0
RGI60-08.02160,1765.0081787109375,2119.7925,1444.2302,4.748,"0    10.9
Name: Slope, dtype: object",61.562,0
RGI60-08.02161,832.9183959960938,945.6399,723.0855,0.068,"0    21.2
Name: Slope, dtype: object",69.695,0
RGI60-08.02162,1041.67822265625,1303.3414,768.47656,0.228,"0    34
Name: Slope, dtype: object",69.561,0
RGI60-08.02163,696.6517333984375,958.4476,544.2074,0.088,"0    26.8
Name: Slope, dtype: object",69.902,0
RGI60-08.02164,913.5817260742188,1106.3873,635.4003,0.148,"0    30
Name: Slope, dtype: object",69.609,0
RGI60-08.02165,1035.992919921875,1303.2306,738.9434,0.288,"0    25.3
Name: Slope, dtype: object",69.566,0
RGI60-08.02166,822.798095703125,938.5309,652.70636,0.069,"0    32.8
Name: Slope, dtype: object",69.866,0
RGI60-08.02167,677.5457153320312,770.73444,488.88205,0.023,"0    29.7
Name: Slope, dtype: object",69.841,0
RGI60-08.02168,934.556884765625,986.61334,853.51953,0.052,"0    12.2
Name: Slope, dtype: object",69.706,0
RGI60-08.02169,770.9072265625,1104.2676,626.99493,0.045,"0    22.9
Name: Slope, dtype: object",69.605,0
RGI60-08.02170,821.3320922851562,1025.5548,638.6847,0.22,"0    25.9
Name: Slope, dtype: object",69.892,0
RGI60-08.02171,778.070556640625,1032.5566,530.0302,0.11,"0    24.5
Name: Slope, dtype: object",69.682,0
RGI60-08.02172,894.4187622070312,1024.7014,755.26953,0.034,"0    23.9
Name: Slope, dtype: object",69.588,0
RGI60-08.02173,947.9705810546875,1169.3466,799.7867,0.063,"0    18
Name: Slope, dtype: object",69.559,0
RGI60-08.02174,786.0340576171875,988.84247,448.41113,0.348,"0    22.9
Name: Slope, dtype: object",69.851,0
RGI60-08.02175,796.08740234375,1011.8466,566.7124,0.081,"0    31
Name: Slope, dtype: object",69.791,0
RGI60-08.02176,874.0100708007812,947.9663,679.0211,0.086,"0    21.7
Name: Slope, dtype: object",69.711,0
RGI60-08.02177,1044.7431640625,1216.1262,707.2765,0.08,"0    30.6
Name: Slope, dtype: object",69.555,0
RGI60-08.02178,1175.84130859375,1328.431,894.35864,0.082,"0    28.4
Name: Slope, dtype: object",69.557,0
RGI60-08.02179,694.7758178710938,979.0914,544.5027,0.036,"0    36.5
Name: Slope, dtype: object",69.802,0
RGI60-08.02180,636.7078247070312,923.8769,364.36523,0.122,"0    29.7
Name: Slope, dtype: object",69.845,0
RGI60-08.02181,875.1677856445312,946.033,666.5838,0.065,"0    24.8
Name: Slope, dtype: object",69.708,0
RGI60-08.02182,1064.446044921875,1357.2666,762.72455,0.32,"0    25.8
Name: Slope, dtype: object",69.511,0
RGI60-08.02183,700.787841796875,1000.03345,615.5072,0.053,"0    25.1
Name: Slope, dtype: object",69.478,0
RGI60-08.02184,1005.2911987304688,1282.2971,828.59076,0.082,"0    27.8
Name: Slope, dtype: object",69.492,0
RGI60-08.02185,1158.83544921875,1357.2743,802.77234,0.258,"0    23.3
Name: Slope, dtype: object",69.516,0
RGI60-08.02186,989.2098999023438,1371.423,673.6567,0.475,"0    29.3
Name: Slope, dtype: object",69.528,0
RGI60-08.02187,808.1783447265625,1247.3297,563.6401,0.218,"0    22.6
Name: Slope, dtype: object",69.484,0
RGI60-08.02188,1123.715576171875,1365.5941,831.42444,0.559,"0    19
Name: Slope, dtype: object",69.519,0
RGI60-08.02189,930.5216064453125,1151.3134,728.83325,0.061,"0    42.8
Name: Slope, dtype: object",69.48,0
RGI60-08.02190,1221.404541015625,1376.7416,930.1594,0.39,"0    23.2
Name: Slope, dtype: object",69.52,0
RGI60-08.02191,832.2871704101562,1206.8397,596.94574,0.126,"0    23.3
Name: Slope, dtype: object",69.532,0
RGI60-08.02192,952.6624145507812,1111.3187,812.1814,0.048,"0    30.9
Name: Slope, dtype: object",69.457,0
RGI60-08.02193,910.6292114257812,1196.6917,546.5024,1.928,"0    10.8
Name: Slope, dtype: object",69.498,0
RGI60-08.02194,1141.1844482421875,1355.663,893.90643,0.069,"0    28.7
Name: Slope, dtype: object",69.512,0
RGI60-08.02195,991.5836791992188,1230.378,783.56067,0.248,"0    24.3
Name: Slope, dtype: object",69.458,0
RGI60-08.02196,873.303955078125,1053.1614,682.77,0.042,"0    28.2
Name: Slope, dtype: object",69.461,0
RGI60-08.02197,858.2929077148438,1023.6945,726.7992,0.05,"0    29.9
Name: Slope, dtype: object",69.485,0
RGI60-08.02198,884.4057006835938,1230.7777,504.3621,1.646,"0    18.4
Name: Slope, dtype: object",69.517,0
RGI60-08.02199,1361.365966796875,1716.4049,925.80133,1.82,"0    24.8
Name: Slope, dtype: object",65.987,0
RGI60-08.02200,1426.370361328125,1551.8291,1244.3885,0.198,"0    16.7
Name: Slope, dtype: object",68.298,0
RGI60-08.02201,900.242919921875,1167.1542,140.45584,4.325,"0    12.3
Name: Slope, dtype: object",70.169,0
RGI60-08.02202,1178.9478759765625,1649.766,454.65552,3.517,"0    18.2
Name: Slope, dtype: object",69.508,0
RGI60-08.02203,1522.3031311154598,1613.0,1395.0,0.149,"0    7.1
Name: Slope, dtype: object",59.927,0
RGI60-08.02204,1086.68115234375,1356.622,714.0403,0.929,"0    23.8
Name: Slope, dtype: object",66.899,0
RGI60-08.02205,981.4974975585938,1291.3428,608.92224,0.765,"0    22
Name: Slope, dtype: object",67.661,0
